sku_id,referencia_id,categoria,talla,color,precio_venta,costo,temporada,es_nuevo
SKU000395,REF0024,Vestido,M,Verde,74000,33000,FW22,True
SKU000396,REF0024,Vestido,L,Floral,82000,37000,FW22,True
SKU000397,REF0024,Vestido,L,Negro,84000,38000,FW22,False
SKU000398,REF0024,Vestido,L,Verde,83000,37000,FW22,False
SKU000399,REF0025,Vestido,XS,Floral,83000,37000,FW22,False
SKU000400,REF0025,Vestido,XS,Negro,75000,34000,FW22,False
SKU000401,REF0025,Vestido,XS,Verde,72000,33000,FW22,True
SKU000402,REF0025,Vestido,S,Floral,77000,35000,FW22,False
SKU000403,REF0025,Vestido,S,Negro,74000,33000,FW22,False
SKU000404,REF0025,Vestido,S,Verde,84000,38000,FW22,False
SKU000405,REF0025,Vestido,M,Floral,81000,36000,FW22,False
SKU000406,REF0025,Vestido,M,Negro,86000,39000,FW22,False
SKU000407,REF0025,Vestido,M,Verde,83000,37000,FW22,False
SKU000408,REF0025,Vestido,L,Floral,85000,38000,FW22,True
SKU000409,REF0025,Vestido,L,Negro,75000,34000,FW22,False
SKU000410,REF0025,Vestido,L,Verde,69000,31000,FW22,False
SKU000411,REF0026,Vestido,XS,Floral,81000,37000,SS22,False
SKU000412,REF0026,Vestido,XS,Negro,70000,31000,SS22,False
SKU000413,REF0026,Vestido,XS,Verde,80000,36000,SS22,False
SKU000414,REF0026,Vestido,S,Floral,85000,38000,SS22,False
SKU000415,REF0026,Vestido,S,Negro,74000,33000,SS22,False
SKU000416,REF0026,Vestido,S,Verde,74000,33000,SS22,True
SKU000417,REF0026,Vestido,M,Floral,83000,37000,SS22,False
SKU000418,REF0026,Vestido,M,Negro,82000,37000,SS22,False
SKU000419,REF0026,Vestido,M,Verde,84000,38000,SS22,True
SKU000420,REF0026,Vestido,L,Floral,86000,39000,SS22,False
SKU000421,REF0026,Vestido,L,Negro,70000,31000,SS22,False
SKU000422,REF0026,Vestido,L,Verde,86000,39000,SS22,False
SKU000423,REF0027,Vestido,XS,Floral,71000,32000,FW22,False
SKU000424,REF0027,Vestido,XS,Negro,77000,35000,FW22,False
SKU000425,REF0027,Vestido,XS,Verde,81000,36000,FW22,False
SKU000426,REF0027,Vestido,S,Floral,72000,32000,FW22,False
SKU000427,REF0027,Vestido,S,Negro,75000,34000,FW22,True
SKU000428,REF0027,Vestido,S,Verde,84000,38000,FW22,False
SKU000429,REF0027,Vestido,M,Floral,80000,36000,FW22,False
SKU000430,REF0027,Vestido,M,Negro,77000,35000,FW22,False
SKU000431,REF0027,Vestido,M,Verde,77000,35000,FW22,True
SKU000432,REF0027,Vestido,L,Floral,75000,34000,FW22,False
SKU000433,REF0027,Vestido,L,Negro,81000,36000,FW22,True
SKU000434,REF0027,Vestido,L,Verde,70000,32000,FW22,True
SKU000435,REF0028,Vestido,XS,Floral,72000,33000,SS24,False
SKU000436,REF0028,Vestido,XS,Negro,72000,32000,SS24,False
SKU000437,REF0028,Vestido,XS,Verde,77000,35000,SS24,False
SKU000438,REF0028,Vestido,S,Floral,83000,37000,SS24,False
SKU000439,REF0028,Vestido,S,Negro,82000,37000,SS24,False
SKU000440,REF0028,Vestido,S,Verde,74000,33000,SS24,False
SKU000441,REF0028,Vestido,M,Floral,71000,32000,SS24,True
SKU000442,REF0028,Vestido,M,Negro,82000,37000,SS24,True
SKU000443,REF0028,Vestido,M,Verde,83000,37000,SS24,False
SKU000444,REF0028,Vestido,L,Floral,85000,38000,SS24,False
SKU000445,REF0028,Vestido,L,Negro,79000,36000,SS24,False
SKU000446,REF0028,Vestido,L,Verde,75000,34000,SS24,False
SKU000447,REF0029,Vestido,XS,Floral,70000,32000,FW22,False
SKU000448,REF0029,Vestido,XS,Negro,73000,33000,FW22,False
SKU000449,REF0029,Vestido,XS,Verde,71000,32000,FW22,False
SKU000450,REF0029,Vestido,S,Floral,83000,38000,FW22,False
SKU000451,REF0029,Vestido,S,Negro,70000,32000,FW22,False
SKU000452,REF0029,Vestido,S,Verde,76000,34000,FW22,False
SKU000453,REF0029,Vestido,M,Floral,74000,33000,FW22,False
SKU000454,REF0029,Vestido,M,Negro,81000,36000,FW22,False
SKU000455,REF0029,Vestido,M,Verde,76000,34000,FW22,True
SKU000456,REF0029,Vestido,L,Floral,69000,31000,FW22,True
SKU000457,REF0029,Vestido,L,Negro,86000,39000,FW22,True
SKU000458,REF0029,Vestido,L,Verde,69000,31000,FW22,False
SKU000459,REF0030,Vestido,XS,Floral,83000,37000,FW23,False
SKU000460,REF0030,Vestido,XS,Negro,82000,37000,FW23,False
SKU000461,REF0030,Vestido,XS,Verde,77000,35000,FW23,True
SKU000462,REF0030,Vestido,S,Floral,85000,38000,FW23,False
SKU000463,REF0030,Vestido,S,Negro,79000,36000,FW23,False
SKU000464,REF0030,Vestido,S,Verde,81000,36000,FW23,False
SKU000465,REF0030,Vestido,M,Floral,86000,39000,FW23,False
SKU000466,REF0030,Vestido,M,Negro,80000,36000,FW23,False
SKU000467,REF0030,Vestido,M,Verde,68000,31000,FW23,False
SKU000468,REF0030,Vestido,L,Floral,68000,31000,FW23,False
SKU000469,REF0030,Vestido,L,Negro,86000,39000,FW23,False
SKU000470,REF0030,Vestido,L,Verde,76000,34000,FW23,False
SKU000471,REF0031,Chaqueta,S,Negro,112000,50000,FW23,False
SKU000472,REF0031,Chaqueta,S,Café,114000,51000,FW23,True
SKU000473,REF0031,Chaqueta,S,Azul,121000,54000,FW23,False
SKU000474,REF0031,Chaqueta,M,Negro,130000,59000,FW23,True
SKU000475,REF0031,Chaqueta,M,Café,122000,55000,FW23,False
SKU000476,REF0031,Chaqueta,M,Azul,127000,57000,FW23,False
SKU000477,REF0031,Chaqueta,L,Negro,119000,54000,FW23,False
SKU000478,REF0031,Chaqueta,L,Café,122000,55000,FW23,False
SKU000479,REF0031,Chaqueta,L,Azul,124000,56000,FW23,False
SKU000480,REF0031,Chaqueta,XL,Negro,120000,54000,FW23,False
SKU000481,REF0031,Chaqueta,XL,Café,132000,59000,FW23,False
SKU000482,REF0031,Chaqueta,XL,Azul,128000,58000,FW23,False
SKU000483,REF0032,Chaqueta,S,Negro,124000,56000,FW23,False
SKU000484,REF0032,Chaqueta,S,Café,134000,60000,FW23,False
SKU000485,REF0032,Chaqueta,S,Azul,122000,55000,FW23,False
SKU000486,REF0032,Chaqueta,M,Negro,108000,49000,FW23,True
SKU000487,REF0032,Chaqueta,M,Café,120000,54000,FW23,False
SKU000488,REF0032,Chaqueta,M,Azul,110000,50000,FW23,True
SKU000489,REF0032,Chaqueta,L,Negro,110000,49000,FW23,True
SKU000490,REF0032,Chaqueta,L,Café,109000,49000,FW23,False
SKU000491,REF0032,Chaqueta,L,Azul,125000,56000,FW23,True
SKU000492,REF0032,Chaqueta,XL,Negro,120000,54000,FW23,True
SKU000493,REF0032,Chaqueta,XL,Café,118000,53000,FW23,False
SKU000494,REF0032,Chaqueta,XL,Azul,130000,58000,FW23,True
SKU000495,REF0033,Chaqueta,S,Negro,122000,55000,FW23,True
SKU000496,REF0033,Chaqueta,S,Café,134000,60000,FW23,False
SKU000497,REF0033,Chaqueta,S,Azul,126000,57000,FW23,True
SKU000498,REF0033,Chaqueta,M,Negro,135000,61000,FW23,True
SKU000499,REF0033,Chaqueta,M,Café,111000,50000,FW23,False
SKU000500,REF0033,Chaqueta,M,Azul,112000,50000,FW23,False
SKU000501,REF0033,Chaqueta,L,Negro,132000,59000,FW23,True
SKU000502,REF0033,Chaqueta,L,Café,126000,57000,FW23,False
SKU000503,REF0033,Chaqueta,L,Azul,135000,61000,FW23,False
SKU000504,REF0033,Chaqueta,XL,Negro,135000,61000,FW23,False
SKU000505,REF0033,Chaqueta,XL,Café,130000,59000,FW23,True
SKU000506,REF0033,Chaqueta,XL,Azul,120000,54000,FW23,False
SKU000507,REF0034,Chaqueta,S,Negro,115000,52000,SS24,False
SKU000508,REF0034,Chaqueta,S,Café,112000,50000,SS24,True
SKU000509,REF0034,Chaqueta,S,Azul,120000,54000,SS24,True
SKU000510,REF0034,Chaqueta,M,Negro,137000,62000,SS24,False
SKU000511,REF0034,Chaqueta,M,Café,132000,59000,SS24,False
SKU000512,REF0034,Chaqueta,M,Azul,114000,52000,SS24,False
SKU000513,REF0034,Chaqueta,L,Negro,126000,57000,SS24,False
SKU000514,REF0034,Chaqueta,L,Café,116000,52000,SS24,False
SKU000515,REF0034,Chaqueta,L,Azul,123000,55000,SS24,False
SKU000516,REF0034,Chaqueta,XL,Negro,135000,61000,SS24,False
SKU000517,REF0034,Chaqueta,XL,Café,127000,57000,SS24,False
SKU000518,REF0034,Chaqueta,XL,Azul,109000,49000,SS24,False
SKU000519,REF0035,Chaqueta,S,Negro,134000,60000,SS23,False
SKU000520,REF0035,Chaqueta,S,Café,120000,54000,SS23,True
SKU000521,REF0035,Chaqueta,S,Azul,122000,55000,SS23,True
SKU000522,REF0035,Chaqueta,M,Negro,134000,60000,SS23,True
SKU000523,REF0035,Chaqueta,M,Café,118000,53000,SS23,False
SKU000524,REF0035,Chaqueta,M,Azul,130000,59000,SS23,True
SKU000525,REF0035,Chaqueta,L,Negro,116000,52000,SS23,True
SKU000526,REF0035,Chaqueta,L,Café,129000,58000,SS23,True
SKU000527,REF0035,Chaqueta,L,Azul,124000,56000,SS23,False
SKU000528,REF0035,Chaqueta,XL,Negro,111000,50000,SS23,False
SKU000529,REF0035,Chaqueta,XL,Café,138000,62000,SS23,True
SKU000530,REF0035,Chaqueta,XL,Azul,134000,61000,SS23,False
SKU000531,REF0036,Chaqueta,S,Negro,135000,61000,SS22,False
SKU000532,REF0036,Chaqueta,S,Café,128000,58000,SS22,False
SKU000533,REF0036,Chaqueta,S,Azul,134000,60000,SS22,False
SKU000534,REF0036,Chaqueta,M,Negro,124000,56000,SS22,False
SKU000535,REF0036,Chaqueta,M,Café,115000,52000,SS22,True
SKU000536,REF0036,Chaqueta,M,Azul,113000,51000,SS22,False
SKU000537,REF0036,Chaqueta,L,Negro,115000,52000,SS22,False
SKU000538,REF0036,Chaqueta,L,Café,111000,50000,SS22,False
SKU000539,REF0036,Chaqueta,L,Azul,114000,51000,SS22,False
SKU000540,REF0036,Chaqueta,XL,Negro,137000,62000,SS22,False
SKU000541,REF0036,Chaqueta,XL,Café,134000,60000,SS22,True
SKU000542,REF0036,Chaqueta,XL,Azul,133000,60000,SS22,True
SKU000543,REF0037,Chaqueta,S,Negro,135000,61000,FW23,True
SKU000544,REF0037,Chaqueta,S,Café,125000,56000,FW23,False
SKU000545,REF0037,Chaqueta,S,Azul,116000,52000,FW23,True
SKU000546,REF0037,Chaqueta,M,Negro,111000,50000,FW23,False
SKU000547,REF0037,Chaqueta,M,Café,125000,56000,FW23,True
SKU000548,REF0037,Chaqueta,M,Azul,119000,54000,FW23,True
SKU000549,REF0037,Chaqueta,L,Negro,133000,60000,FW23,True
SKU000550,REF0037,Chaqueta,L,Café,117000,52000,FW23,True
SKU000551,REF0037,Chaqueta,L,Azul,121000,54000,FW23,False
SKU000552,REF0037,Chaqueta,XL,Negro,120000,54000,FW23,True
SKU000553,REF0037,Chaqueta,XL,Café,131000,59000,FW23,False
SKU000554,REF0037,Chaqueta,XL,Azul,113000,51000,FW23,False
SKU000555,REF0038,Chaqueta,S,Negro,136000,61000,FW22,True
SKU000556,REF0038,Chaqueta,S,Café,131000,59000,FW22,False
SKU000557,REF0038,Chaqueta,S,Azul,122000,55000,FW22,True
SKU000558,REF0038,Chaqueta,M,Negro,110000,50000,FW22,False
SKU000559,REF0038,Chaqueta,M,Café,138000,62000,FW22,False
SKU000560,REF0038,Chaqueta,M,Azul,121000,55000,FW22,False
SKU000561,REF0038,Chaqueta,L,Negro,126000,57000,FW22,False
SKU000562,REF0038,Chaqueta,L,Café,110000,49000,FW22,False
SKU000563,REF0038,Chaqueta,L,Azul,119000,54000,FW22,False
SKU000564,REF0038,Chaqueta,XL,Negro,116000,52000,FW22,True
SKU000565,REF0038,Chaqueta,XL,Café,113000,51000,FW22,False
SKU000566,REF0038,Chaqueta,XL,Azul,136000,61000,FW22,True
SKU000567,REF0039,Chaqueta,S,Negro,134000,60000,FW23,False
SKU000568,REF0039,Chaqueta,S,Café,133000,60000,FW23,True
SKU000569,REF0039,Chaqueta,S,Azul,133000,60000,FW23,False
SKU000570,REF0039,Chaqueta,M,Negro,115000,52000,FW23,True
SKU000571,REF0039,Chaqueta,M,Café,134000,60000,FW23,False
SKU000572,REF0039,Chaqueta,M,Azul,109000,49000,FW23,False
SKU000573,REF0039,Chaqueta,L,Negro,135000,61000,FW23,False
SKU000574,REF0039,Chaqueta,L,Café,137000,62000,FW23,False
SKU000575,REF0039,Chaqueta,L,Azul,121000,55000,FW23,False
SKU000576,REF0039,Chaqueta,XL,Negro,118000,53000,FW23,False
SKU000577,REF0039,Chaqueta,XL,Café,130000,59000,FW23,True
SKU000578,REF0039,Chaqueta,XL,Azul,134000,60000,FW23,False
SKU000579,REF0040,Chaqueta,S,Negro,125000,56000,FW22,False
SKU000580,REF0040,Chaqueta,S,Café,124000,56000,FW22,True
SKU000581,REF0040,Chaqueta,S,Azul,114000,51000,FW22,True
SKU000582,REF0040,Chaqueta,M,Negro,113000,51000,FW22,False
SKU000583,REF0040,Chaqueta,M,Café,124000,56000,FW22,True
SKU000584,REF0040,Chaqueta,M,Azul,132000,59000,FW22,True
SKU000585,REF0040,Chaqueta,L,Negro,135000,61000,FW22,False
SKU000586,REF0040,Chaqueta,L,Café,114000,51000,FW22,False
SKU000587,REF0040,Chaqueta,L,Azul,108000,49000,FW22,False
SKU000588,REF0040,Chaqueta,XL,Negro,126000,57000,FW22,True
SKU000589,REF0040,Chaqueta,XL,Café,125000,56000,FW22,True
SKU000590,REF0040,Chaqueta,XL,Azul,113000,51000,FW22,False
SKU000591,REF0041,Pantalón,28,Negro,79000,35000,FW22,False
SKU000592,REF0041,Pantalón,28,Beige,81000,36000,FW22,False
SKU000593,REF0041,Pantalón,28,Gris,75000,34000,FW22,False
SKU000594,REF0041,Pantalón,30,Negro,86000,39000,FW22,False
SKU000595,REF0041,Pantalón,30,Beige,91000,41000,FW22,False
SKU000596,REF0041,Pantalón,30,Gris,85000,38000,FW22,False
SKU000597,REF0041,Pantalón,32,Negro,91000,41000,FW22,False
SKU000598,REF0041,Pantalón,32,Beige,86000,39000,FW22,False
SKU000599,REF0041,Pantalón,32,Gris,75000,34000,FW22,True
SKU000600,REF0041,Pantalón,34,Negro,83000,38000,FW22,True
SKU000601,REF0041,Pantalón,34,Beige,82000,37000,FW22,True
SKU000602,REF0041,Pantalón,34,Gris,79000,36000,FW22,False
SKU000603,REF0041,Pantalón,36,Negro,91000,41000,FW22,True
SKU000604,REF0041,Pantalón,36,Beige,83000,37000,FW22,False
SKU000605,REF0041,Pantalón,36,Gris,74000,33000,FW22,False
SKU000606,REF0042,Pantalón,28,Negro,79000,36000,FW23,False
SKU000607,REF0042,Pantalón,28,Beige,92000,41000,FW23,True
SKU000608,REF0042,Pantalón,28,Gris,86000,39000,FW23,False
SKU000609,REF0042,Pantalón,30,Negro,73000,33000,FW23,False
SKU000610,REF0042,Pantalón,30,Beige,91000,41000,FW23,True
SKU000611,REF0042,Pantalón,30,Gris,90000,40000,FW23,False
SKU000612,REF0042,Pantalón,32,Negro,84000,38000,FW23,False
SKU000613,REF0042,Pantalón,32,Beige,78000,35000,FW23,False
SKU000614,REF0042,Pantalón,32,Gris,91000,41000,FW23,False
SKU000615,REF0042,Pantalón,34,Negro,88000,39000,FW23,False
SKU000616,REF0042,Pantalón,34,Beige,82000,37000,FW23,False
SKU000617,REF0042,Pantalón,34,Gris,83000,37000,FW23,False
SKU000618,REF0042,Pantalón,36,Negro,88000,39000,FW23,False
SKU000619,REF0042,Pantalón,36,Beige,73000,33000,FW23,True
SKU000620,REF0042,Pantalón,36,Gris,81000,36000,FW23,False
SKU000621,REF0043,Pantalón,28,Negro,84000,38000,SS24,False
SKU000622,REF0043,Pantalón,28,Beige,82000,37000,SS24,False
SKU000623,REF0043,Pantalón,28,Gris,79000,35000,SS24,False
SKU000624,REF0043,Pantalón,30,Negro,87000,39000,SS24,False
SKU000625,REF0043,Pantalón,30,Beige,81000,36000,SS24,True
SKU000626,REF0043,Pantalón,30,Gris,75000,34000,SS24,True
SKU000627,REF0043,Pantalón,32,Negro,85000,38000,SS24,False
SKU000628,REF0043,Pantalón,32,Beige,83000,37000,SS24,False
SKU000629,REF0043,Pantalón,32,Gris,74000,33000,SS24,False
SKU000630,REF0043,Pantalón,34,Negro,76000,34000,SS24,False
SKU000631,REF0043,Pantalón,34,Beige,76000,34000,SS24,False
SKU000632,REF0043,Pantalón,34,Gris,75000,34000,SS24,False
SKU000633,REF0043,Pantalón,36,Negro,80000,36000,SS24,False
SKU000634,REF0043,Pantalón,36,Beige,85000,38000,SS24,False
SKU000635,REF0043,Pantalón,36,Gris,87000,39000,SS24,False
SKU000636,REF0044,Pantalón,28,Negro,83000,37000,FW22,False
SKU000637,REF0044,Pantalón,28,Beige,84000,38000,FW22,True
SKU000638,REF0044,Pantalón,28,Gris,80000,36000,FW22,False
SKU000639,REF0044,Pantalón,30,Negro,84000,38000,FW22,False
SKU000640,REF0044,Pantalón,30,Beige,85000,38000,FW22,False
SKU000641,REF0044,Pantalón,30,Gris,78000,35000,FW22,False
SKU000642,REF0044,Pantalón,32,Negro,80000,36000,FW22,False
SKU000643,REF0044,Pantalón,32,Beige,89000,40000,FW22,True
SKU000644,REF0044,Pantalón,32,Gris,88000,39000,FW22,False
SKU000645,REF0044,Pantalón,34,Negro,84000,38000,FW22,False
SKU000646,REF0044,Pantalón,34,Beige,79000,36000,FW22,False
SKU000647,REF0044,Pantalón,34,Gris,80000,36000,FW22,True
SKU000648,REF0044,Pantalón,36,Negro,81000,36000,FW22,True
SKU000649,REF0044,Pantalón,36,Beige,80000,36000,FW22,False
SKU000650,REF0044,Pantalón,36,Gris,84000,38000,FW22,False
SKU000651,REF0045,Pantalón,28,Negro,74000,33000,FW22,False
SKU000652,REF0045,Pantalón,28,Beige,78000,35000,FW22,False
SKU000653,REF0045,Pantalón,28,Gris,89000,40000,FW22,True
SKU000654,REF0045,Pantalón,30,Negro,84000,38000,FW22,False
SKU000655,REF0045,Pantalón,30,Beige,80000,36000,FW22,True
SKU000656,REF0045,Pantalón,30,Gris,77000,35000,FW22,False
SKU000657,REF0045,Pantalón,32,Negro,81000,36000,FW22,False
SKU000658,REF0045,Pantalón,32,Beige,81000,36000,FW22,False
SKU000659,REF0045,Pantalón,32,Gris,75000,34000,FW22,False
SKU000660,REF0045,Pantalón,34,Negro,84000,38000,FW22,False
SKU000661,REF0045,Pantalón,34,Beige,77000,35000,FW22,False
SKU000662,REF0045,Pantalón,34,Gris,80000,36000,FW22,False
SKU000663,REF0045,Pantalón,36,Negro,79000,36000,FW22,False
SKU000664,REF0045,Pantalón,36,Beige,88000,39000,FW22,False
SKU000665,REF0045,Pantalón,36,Gris,81000,36000,FW22,False
SKU000666,REF0046,Pantalón,28,Negro,83000,37000,FW23,False
SKU000667,REF0046,Pantalón,28,Beige,73000,33000,FW23,False
SKU000668,REF0046,Pantalón,28,Gris,74000,34000,FW23,True
SKU000669,REF0046,Pantalón,30,Negro,73000,33000,FW23,False
SKU000670,REF0046,Pantalón,30,Beige,76000,34000,FW23,True
SKU000671,REF0046,Pantalón,30,Gris,74000,33000,FW23,True
SKU000672,REF0046,Pantalón,32,Negro,84000,38000,FW23,False
SKU000673,REF0046,Pantalón,32,Beige,80000,36000,FW23,False
SKU000674,REF0046,Pantalón,32,Gris,86000,39000,FW23,True
SKU000675,REF0046,Pantalón,34,Negro,78000,35000,FW23,False
SKU000676,REF0046,Pantalón,34,Beige,84000,38000,FW23,True
SKU000677,REF0046,Pantalón,34,Gris,82000,37000,FW23,False
SKU000678,REF0046,Pantalón,36,Negro,83000,37000,FW23,True
SKU000679,REF0046,Pantalón,36,Beige,75000,34000,FW23,True
SKU000680,REF0046,Pantalón,36,Gris,91000,41000,FW23,False
SKU000681,REF0047,Pantalón,28,Negro,75000,34000,FW22,True
SKU000682,REF0047,Pantalón,28,Beige,87000,39000,FW22,True
SKU000683,REF0047,Pantalón,28,Gris,77000,35000,FW22,False
SKU000684,REF0047,Pantalón,30,Negro,77000,35000,FW22,False
SKU000685,REF0047,Pantalón,30,Beige,92000,41000,FW22,False
SKU000686,REF0047,Pantalón,30,Gris,72000,33000,FW22,True
SKU000687,REF0047,Pantalón,32,Negro,89000,40000,FW22,False
SKU000688,REF0047,Pantalón,32,Beige,87000,39000,FW22,True
SKU000689,REF0047,Pantalón,32,Gris,88000,40000,FW22,False
SKU000690,REF0047,Pantalón,34,Negro,84000,38000,FW22,False
SKU000691,REF0047,Pantalón,34,Beige,89000,40000,FW22,False
SKU000692,REF0047,Pantalón,34,Gris,84000,38000,FW22,False
SKU000693,REF0047,Pantalón,36,Negro,75000,34000,FW22,False
SKU000694,REF0047,Pantalón,36,Beige,78000,35000,FW22,False
SKU000695,REF0047,Pantalón,36,Gris,92000,41000,FW22,False
SKU000696,REF0048,Pantalón,28,Negro,74000,33000,FW22,True
SKU000697,REF0048,Pantalón,28,Beige,74000,33000,FW22,False
SKU000698,REF0048,Pantalón,28,Gris,87000,39000,FW22,False
SKU000699,REF0048,Pantalón,30,Negro,81000,36000,FW22,False
SKU000700,REF0048,Pantalón,30,Beige,90000,40000,FW22,False
SKU000701,REF0048,Pantalón,30,Gris,89000,40000,FW22,False
SKU000702,REF0048,Pantalón,32,Negro,78000,35000,FW22,False
SKU000703,REF0048,Pantalón,32,Beige,79000,35000,FW22,False
SKU000704,REF0048,Pantalón,32,Gris,84000,38000,FW22,False
SKU000705,REF0048,Pantalón,34,Negro,80000,36000,FW22,False
SKU000706,REF0048,Pantalón,34,Beige,84000,38000,FW22,False
SKU000707,REF0048,Pantalón,34,Gris,81000,36000,FW22,True
SKU000708,REF0048,Pantalón,36,Negro,84000,38000,FW22,True
SKU000709,REF0048,Pantalón,36,Beige,85000,38000,FW22,False
SKU000710,REF0048,Pantalón,36,Gris,82000,37000,FW22,False
SKU000711,REF0049,Pantalón,28,Negro,91000,41000,FW23,False
SKU000712,REF0049,Pantalón,28,Beige,90000,41000,FW23,False
SKU000713,REF0049,Pantalón,28,Gris,74000,33000,FW23,True
SKU000714,REF0049,Pantalón,30,Negro,83000,37000,FW23,True
SKU000715,REF0049,Pantalón,30,Beige,82000,37000,FW23,False
SKU000716,REF0049,Pantalón,30,Gris,83000,37000,FW23,False
SKU000717,REF0049,Pantalón,32,Negro,86000,39000,FW23,False
SKU000718,REF0049,Pantalón,32,Beige,88000,40000,FW23,False
SKU000719,REF0049,Pantalón,32,Gris,90000,40000,FW23,True
SKU000720,REF0049,Pantalón,34,Negro,91000,41000,FW23,False
SKU000721,REF0049,Pantalón,34,Beige,80000,36000,FW23,True
SKU000722,REF0049,Pantalón,34,Gris,82000,37000,FW23,True
SKU000723,REF0049,Pantalón,36,Negro,75000,34000,FW23,False
SKU000724,REF0049,Pantalón,36,Beige,82000,37000,FW23,False
SKU000725,REF0049,Pantalón,36,Gris,91000,41000,FW23,False
SKU000726,REF0050,Pantalón,28,Negro,84000,38000,FW23,True
SKU000727,REF0050,Pantalón,28,Beige,86000,39000,FW23,False
SKU000728,REF0050,Pantalón,28,Gris,92000,41000,FW23,False
SKU000729,REF0050,Pantalón,30,Negro,82000,37000,FW23,True
SKU000730,REF0050,Pantalón,30,Beige,89000,40000,FW23,False
SKU000731,REF0050,Pantalón,30,Gris,76000,34000,FW23,True
SKU000732,REF0050,Pantalón,32,Negro,88000,40000,FW23,True
SKU000733,REF0050,Pantalón,32,Beige,90000,41000,FW23,False
SKU000734,REF0050,Pantalón,32,Gris,74000,33000,FW23,False
SKU000735,REF0050,Pantalón,34,Negro,79000,36000,FW23,False
SKU000736,REF0050,Pantalón,34,Beige,74000,33000,FW23,True
SKU000737,REF0050,Pantalón,34,Gris,85000,38000,FW23,False
SKU000738,REF0050,Pantalón,36,Negro,84000,38000,FW23,False
SKU000739,REF0050,Pantalón,36,Beige,85000,38000,FW23,True
SKU000740,REF0050,Pantalón,36,Gris,79000,36000,FW23,False
SKU000741,REF0051,Blusa,XS,Blanco,60000,27000,SS22,False
SKU000742,REF0051,Blusa,XS,Rosa,53000,24000,SS22,False
SKU000743,REF0051,Blusa,XS,Verde,60000,27000,SS22,False
SKU000744,REF0051,Blusa,S,Blanco,59000,26000,SS22,False
SKU000745,REF0051,Blusa,S,Rosa,60000,27000,SS22,True
SKU000746,REF0051,Blusa,S,Verde,55000,25000,SS22,True
SKU000747,REF0051,Blusa,M,Blanco,53000,24000,SS22,False
SKU000748,REF0051,Blusa,M,Rosa,56000,25000,SS22,False
SKU000749,REF0051,Blusa,M,Verde,52000,23000,SS22,False
SKU000750,REF0051,Blusa,L,Blanco,53000,24000,SS22,True
SKU000751,REF0051,Blusa,L,Rosa,58000,26000,SS22,True
SKU000752,REF0051,Blusa,L,Verde,58000,26000,SS22,True
SKU000753,REF0051,Blusa,XL,Blanco,51000,23000,SS22,True
SKU000754,REF0051,Blusa,XL,Rosa,58000,26000,SS22,False
SKU000755,REF0051,Blusa,XL,Verde,56000,25000,SS22,False
SKU000756,REF0052,Blusa,XS,Blanco,59000,27000,SS24,True
SKU000757,REF0052,Blusa,XS,Rosa,54000,24000,SS24,False
SKU000758,REF0052,Blusa,XS,Verde,58000,26000,SS24,False
SKU000759,REF0052,Blusa,S,Blanco,62000,28000,SS24,False
SKU000760,REF0052,Blusa,S,Rosa,53000,24000,SS24,False
SKU000761,REF0052,Blusa,S,Verde,58000,26000,SS24,False
SKU000762,REF0052,Blusa,M,Blanco,55000,25000,SS24,False
SKU000763,REF0052,Blusa,M,Rosa,58000,26000,SS24,False
SKU000764,REF0052,Blusa,M,Verde,61000,27000,SS24,False
SKU000765,REF0052,Blusa,L,Blanco,50000,23000,SS24,False
SKU000766,REF0052,Blusa,L,Rosa,53000,24000,SS24,False
SKU000767,REF0052,Blusa,L,Verde,59000,26000,SS24,True
SKU000768,REF0052,Blusa,XL,Blanco,56000,25000,SS24,True
SKU000769,REF0052,Blusa,XL,Rosa,50000,23000,SS24,False
SKU000770,REF0052,Blusa,XL,Verde,54000,25000,SS24,False
SKU000771,REF0053,Blusa,XS,Blanco,56000,25000,SS24,False
SKU000772,REF0053,Blusa,XS,Rosa,57000,26000,SS24,True
SKU000773,REF0053,Blusa,XS,Verde,63000,28000,SS24,False
SKU000774,REF0053,Blusa,S,Blanco,60000,27000,SS24,True
SKU000775,REF0053,Blusa,S,Rosa,55000,25000,SS24,False
SKU000776,REF0053,Blusa,S,Verde,61000,27000,SS24,True
SKU000777,REF0053,Blusa,M,Blanco,54000,24000,SS24,False
SKU000778,REF0053,Blusa,M,Rosa,56000,25000,SS24,False
SKU000779,REF0053,Blusa,M,Verde,51000,23000,SS24,False
SKU000780,REF0053,Blusa,L,Blanco,50000,22000,SS24,False
SKU000781,REF0053,Blusa,L,Rosa,60000,27000,SS24,True
SKU000782,REF0053,Blusa,L,Verde,59000,26000,SS24,True
SKU000783,REF0053,Blusa,XL,Blanco,53000,24000,SS24,False
SKU000784,REF0053,Blusa,XL,Rosa,61000,28000,SS24,False
SKU000785,REF0053,Blusa,XL,Verde,56000,25000,SS24,True
SKU000786,REF0054,Blusa,XS,Blanco,50000,23000,FW22,True
SKU000787,REF0054,Blusa,XS,Rosa,53000,24000,FW22,False
SKU000788,REF0054,Blusa,XS,Verde,55000,25000,FW22,False
SKU000789,REF0054,Blusa,S,Blanco,53000,24000,FW22,False
SKU000790,REF0054,Blusa,S,Rosa,61000,27000,FW22,True
SKU000791,REF0054,Blusa,S,Verde,62000,28000,FW22,False
